age,gender,isMarried,race,religion,priceRange,district,imagePath
30-35,male,true,Sinhala,Buddhism,2000-4000,Colombo,51
30-35,male,true,Sinhala,Buddhism,0-2000,Colombo,46
25-30,female,false,Tamil,Hindu,2000-4000,Kalutara,62
25-30,male,true,Sinhala,Buddhism,2000-4000,Colombo,53
20-25,female,true,Sinhala,Catholic,0-2000,Kandy,26
25-30,female,false,Tamil,Hindu,2000-4000,Kalutara,56
25-30,female,false,Tamil,Hindu,0-2000,Kalutara,23
30-35,female,false,Muslim,Islam,2000-4000,Kurunegala,66
25-30,female,true,Sinhala,Buddhism,0-2000,Kurunegala,32
30-35,female,false,Sinhala,Buddhism,2000-4000,Kalutara,57
20-25,male,false,Sinhala,Buddhism,0-2000,Kandy,13
25-30,female,true,Muslim,Islam,2000-4000,Gampaha,71
30-35,male,true,Sinhala,Buddhism,2000-4000,Colombo,41
30-35,male,true,Sinhala,Catholic,2000-4000,Kandy,44
30-35,male,true,Sinhala,Buddhism,0-2000,Kalutara,47
20-25,male,true,Tamil,Catholic,0-2000,Kalutara,14
25-30,male,false,Tamil,Hindu,0-2000,Kurunegala,12
20-25,male,true,Sinhala,Catholic,0-2000,Kandy,13
30-35,female,false,Tamil,Hindu,2000-4000,Colombo,56
30-35,female,true,Tamil,Hindu,0-2000,Kurunegala,37
30-35,female,true,Muslim,Islam,2000-4000,Kalutara,72
20-25,male,false,Sinhala,Buddhism,0-2000,Kalutara,1
25-30,female,true,Sinhala,Buddhism,0-2000,Kandy,33
30-35,female,true,Muslim,Islam,2000-4000,Gampaha,71
20-25,male,false,Tamil,Hindu,0-2000,Colombo,12
20-25,female,true,Muslim,Islam,2000-4000,Gampaha,64
30-35,male,true,Sinhala,Buddhism,2000-4000,Gampaha,41
25-30,female,true,Tamil,Hindu,0-2000,Gampaha,27
30-35,female,false,Sinhala,Buddhism,2000-4000,Kalutara,60
20-25,male,false,Tamil,Catholic,0-2000,Gampaha,16
25-30,female,true,Sinhala,Catholic,0-2000,Kalutara,38
25-30,male,true,Sinhala,Buddhism,2000-4000,Kurunegala,52
25-30,female,true,Sinhala,Buddhism,0-2000,Colombo,36
20-25,female,true,Sinhala,Buddhism,0-2000,Gampaha,22
25-30,female,true,Muslim,Islam,2000-4000,Colombo,69
30-35,male,true,Sinhala,Buddhism,0-2000,Kandy,50
20-25,female,false,Muslim,Islam,2000-4000,Kalutara,65
25-30,male,false,Tamil,Catholic,0-2000,Colombo,2
30-35,female,true,Muslim,Islam,2000-4000,Colombo,72
25-30,male,true,Tamil,Catholic,2000-4000,Gampaha,44
25-30,male,true,Sinhala,Buddhism,0-2000,Colombo,49
25-30,female,true,Sinhala,Catholic,0-2000,Gampaha,35
25-30,female,true,Sinhala,Catholic,0-2000,Gampaha,35
20-25,male,false,Sinhala,Buddhism,0-2000,Gampaha,9
20-25,male,false,Tamil,Hindu,0-2000,Kandy,10
20-25,female,true,Sinhala,Catholic,0-2000,Gampaha,30
30-35,male,true,Sinhala,Buddhism,2000-4000,Kalutara,52
25-30,female,false,Sinhala,Buddhism,0-2000,Kurunegala,33
20-25,female,true,Sinhala,Catholic,0-2000,Kalutara,26
20-25,male,false,Tamil,Catholic,0-2000,Gampaha,13
30-35,female,false,Tamil,Hindu,0-2000,Colombo,32
20-25,male,false,Tamil,Catholic,0-2000,Gampaha,15
20-25,male,false,Tamil,Hindu,0-2000,Kalutara,10
30-35,female,true,Tamil,Hindu,0-2000,Gampaha,33
30-35,female,false,Tamil,Hindu,2000-4000,Colombo,63
25-30,female,false,Tamil,Hindu,2000-4000,Colombo,54
25-30,male,false,Tamil,Catholic,0-2000,Colombo,7
30-35,female,false,Tamil,Catholic,0-2000,Kurunegala,33
20-25,female,true,Muslim,Islam,2000-4000,Kandy,65
30-35,male,true,Sinhala,Buddhism,0-2000,Kalutara,48
25-30,male,true,Tamil,Hindu,2000-4000,Colombo,41
20-25,male,false,Sinhala,Buddhism,0-2000,Kalutara,8
30-35,female,true,Tamil,Hindu,0-2000,Gampaha,39
25-30,male,false,Tamil,Catholic,0-2000,Kalutara,16
30-35,female,false,Tamil,Hindu,0-2000,Colombo,34
30-35,female,false,Tamil,Hindu,2000-4000,Kurunegala,55
20-25,male,false,Tamil,Hindu,0-2000,Kalutara,20
30-35,male,true,Sinhala,Catholic,2000-4000,Colombo,41
20-25,male,false,Sinhala,Catholic,0-2000,Kandy,14
20-25,female,true,Sinhala,Buddhism,0-2000,Kurunegala,25
20-25,male,false,Tamil,Hindu,0-2000,Kalutara,6
20-25,female,false,Sinhala,Buddhism,0-2000,Kalutara,23
25-30,female,false,Tamil,Hindu,2000-4000,Kurunegala,54
25-30,female,false,Muslim,Islam,2000-4000,Kurunegala,71
30-35,female,true,Muslim,Islam,2000-4000,Kalutara,67
25-30,female,true,Tamil,Catholic,0-2000,Kandy,30
20-25,male,false,Tamil,Hindu,0-2000,Kurunegala,1
25-30,male,false,Tamil,Hindu,0-2000,Kurunegala,2
30-35,male,true,Sinhala,Buddhism,2000-4000,Gampaha,51
25-30,female,true,Sinhala,Buddhism,0-2000,Kalutara,37
30-35,male,true,Sinhala,Buddhism,2000-4000,Colombo,53
20-25,male,false,Tamil,Hindu,0-2000,Colombo,9
25-30,female,true,Tamil,Hindu,0-2000,Kandy,29
30-35,female,true,Muslim,Islam,2000-4000,Colombo,64
30-35,female,false,Tamil,Hindu,2000-4000,Colombo,58
30-35,male,true,Sinhala,Buddhism,0-2000,Kalutara,47
30-35,male,true,Sinhala,Buddhism,2000-4000,Kalutara,41
20-25,male,false,Sinhala,Buddhism,0-2000,Gampaha,20
30-35,male,true,Sinhala,Catholic,2000-4000,Colombo,44
20-25,male,true,Sinhala,Buddhism,0-2000,Gampaha,12
25-30,female,false,Muslim,Islam,2000-4000,Kurunegala,69
25-30,female,true,Sinhala,Buddhism,0-2000,Kalutara,37
30-35,female,true,Tamil,Hindu,0-2000,Colombo,38
20-25,male,false,Tamil,Hindu,0-2000,Kurunegala,9
25-30,male,false,Tamil,Hindu,0-2000,Kurunegala,18
20-25,male,false,Sinhala,Buddhism,0-2000,Kalutara,13
30-35,female,false,Tamil,Hindu,2000-4000,Gampaha,54
30-35,female,true,Sinhala,Buddhism,2000-4000,Kurunegala,63
20-25,male,false,Sinhala,Buddhism,0-2000,Colombo,12
20-25,male,true,Tamil,Hindu,0-2000,Kurunegala,3
20-25,female,false,Sinhala,Buddhism,0-2000,Kalutara,24
20-25,male,false,Tamil,Catholic,0-2000,Gampaha,17
30-35,female,false,Tamil,Hindu,2000-4000,Kandy,54
30-35,female,false,Muslim,Islam,2000-4000,Colombo,68
25-30,male,true,Tamil,Catholic,0-2000,Gampaha,12
30-35,male,true,Sinhala,Buddhism,0-2000,Gampaha,49
25-30,female,false,Tamil,Hindu,0-2000,Colombo,27
30-35,female,false,Tamil,Hindu,2000-4000,Kurunegala,58
30-35,female,true,Muslim,Islam,2000-4000,Kandy,67
25-30,female,true,Tamil,Hindu,0-2000,Kalutara,22
25-30,female,false,Sinhala,Buddhism,2000-4000,Kurunegala,59
25-30,female,false,Sinhala,Buddhism,0-2000,Kandy,37
25-30,male,false,Tamil,Catholic,0-2000,Colombo,5
25-30,female,false,Tamil,Hindu,2000-4000,Colombo,54
20-25,male,false,Sinhala,Buddhism,0-2000,Kandy,14
30-35,female,true,Tamil,Hindu,0-2000,Kandy,35
25-30,male,true,Tamil,Hindu,2000-4000,Gampaha,44
25-30,male,true,Tamil,Catholic,2000-4000,Kurunegala,43
20-25,female,true,Sinhala,Buddhism,0-2000,Kalutara,23
30-35,male,false,Sinhala,Buddhism,2000-4000,Kandy,51
30-35,female,false,Tamil,Hindu,2000-4000,Gampaha,60
20-25,male,false,Sinhala,Buddhism,0-2000,Kandy,17
25-30,female,false,Tamil,Hindu,0-2000,Gampaha,23
20-25,male,false,Tamil,Catholic,0-2000,Kurunegala,3
20-25,male,false,Tamil,Catholic,0-2000,Gampaha,19
20-25,male,false,Tamil,Hindu,0-2000,Gampaha,17
30-35,male,true,Sinhala,Catholic,2000-4000,Kalutara,44
25-30,female,false,Sinhala,Buddhism,2000-4000,Gampaha,61
25-30,female,false,Tamil,Hindu,0-2000,Colombo,21
30-35,female,false,Muslim,Islam,2000-4000,Gampaha,64
25-30,female,true,Tamil,Hindu,0-2000,Gampaha,30
25-30,female,false,Sinhala,Buddhism,0-2000,Gampaha,31
30-35,female,false,Sinhala,Buddhism,2000-4000,Colombo,56
30-35,male,true,Sinhala,Buddhism,0-2000,Colombo,46
30-35,female,false,Sinhala,Buddhism,2000-4000,Gampaha,58
20-25,male,true,Tamil,Catholic,0-2000,Colombo,15
25-30,female,true,Sinhala,Buddhism,0-2000,Gampaha,37
30-35,male,true,Sinhala,Buddhism,0-2000,Gampaha,47
30-35,male,false,Sinhala,Buddhism,2000-4000,Colombo,52
20-25,male,false,Tamil,Hindu,0-2000,Kurunegala,13
20-25,male,false,Sinhala,Buddhism,0-2000,Kurunegala,2
30-35,male,true,Sinhala,Buddhism,0-2000,Colombo,48
20-25,female,true,Sinhala,Buddhism,0-2000,Gampaha,28
25-30,female,false,Tamil,Hindu,2000-4000,Kandy,59
20-25,female,true,Sinhala,Buddhism,0-2000,Kalutara,22
20-25,male,false,Tamil,Hindu,0-2000,Kandy,11
25-30,female,false,Sinhala,Catholic,0-2000,Kandy,32
20-25,male,false,Sinhala,Buddhism,0-2000,Gampaha,9
25-30,female,false,Sinhala,Buddhism,0-2000,Kandy,33
20-25,female,true,Sinhala,Buddhism,0-2000,Kalutara,22
30-35,male,true,Sinhala,Buddhism,2000-4000,Kurunegala,45
25-30,female,false,Sinhala,Buddhism,0-2000,Gampaha,31
20-25,female,false,Muslim,Islam,2000-4000,Kandy,68
25-30,female,true,Sinhala,Buddhism,2000-4000,Kandy,54
30-35,female,true,Muslim,Islam,2000-4000,Gampaha,68
30-35,female,false,Sinhala,Buddhism,2000-4000,Colombo,61
20-25,female,true,Sinhala,Catholic,0-2000,Gampaha,23
30-35,female,false,Tamil,Hindu,2000-4000,Kalutara,59
25-30,female,false,Sinhala,Catholic,0-2000,Kandy,35
20-25,male,false,Sinhala,Buddhism,0-2000,Kurunegala,2
20-25,male,false,Sinhala,Buddhism,0-2000,Gampaha,14
30-35,male,false,Muslim,Islam,0-2000,Kalutara,47
25-30,female,true,Sinhala,Buddhism,0-2000,Kalutara,39
30-35,female,true,Muslim,Islam,2000-4000,Kalutara,66
30-35,female,true,Tamil,Hindu,0-2000,Kalutara,39
20-25,male,false,Sinhala,Catholic,0-2000,Colombo,3
20-25,female,true,Sinhala,Catholic,0-2000,Kurunegala,26
30-35,male,false,Sinhala,Buddhism,0-2000,Kandy,50
25-30,female,true,Tamil,Hindu,0-2000,Gampaha,29
20-25,male,false,Sinhala,Buddhism,0-2000,Kurunegala,5
20-25,female,true,Sinhala,Buddhism,0-2000,Kandy,25
20-25,male,false,Tamil,Hindu,0-2000,Gampaha,16
20-25,male,false,Tamil,Hindu,0-2000,Kalutara,13
25-30,male,false,Tamil,Hindu,0-2000,Kurunegala,10
20-25,male,false,Tamil,Catholic,0-2000,Gampaha,2
20-25,male,false,Tamil,Hindu,0-2000,Kalutara,16
20-25,male,false,Tamil,Hindu,0-2000,Kurunegala,1
20-25,female,true,Sinhala,Buddhism,0-2000,Gampaha,29
30-35,female,false,Tamil,Hindu,2000-4000,Kurunegala,56
20-25,female,true,Sinhala,Buddhism,0-2000,Colombo,25
30-35,male,false,Sinhala,Buddhism,0-2000,Kandy,47
30-35,female,false,Tamil,Hindu,2000-4000,Gampaha,59
20-25,male,false,Tamil,Hindu,0-2000,Kandy,19
30-35,female,false,Tamil,Hindu,0-2000,Kandy,32
25-30,female,false,Tamil,Hindu,2000-4000,Kurunegala,54
30-35,female,true,Tamil,Hindu,2000-4000,Kandy,59
30-35,female,true,Tamil,Hindu,0-2000,Kalutara,33
20-25,male,false,Tamil,Catholic,0-2000,Kalutara,19
25-30,female,true,Muslim,Islam,2000-4000,Gampaha,69
30-35,male,true,Muslim,Islam,0-2000,Kurunegala,48
20-25,male,false,Sinhala,Buddhism,0-2000,Colombo,11
25-30,female,false,Sinhala,Buddhism,0-2000,Kandy,39
30-35,male,true,Sinhala,Buddhism,0-2000,Kandy,46
25-30,male,true,Tamil,Hindu,0-2000,Kurunegala,10
30-35,female,false,Tamil,Hindu,0-2000,Kandy,35
20-25,female,false,Muslim,Islam,2000-4000,Kalutara,67
25-30,female,true,Tamil,Hindu,0-2000,Colombo,27
30-35,female,false,Tamil,Hindu,2000-4000,Kandy,57
30-35,female,false,Muslim,Islam,2000-4000,Gampaha,66
25-30,male,true,Tamil,Hindu,2000-4000,Gampaha,42
30-35,male,true,Sinhala,Buddhism,0-2000,Kurunegala,47
25-30,male,false,Tamil,Catholic,0-2000,Gampaha,18
25-30,female,true,Muslim,Islam,2000-4000,Gampaha,71
30-35,male,true,Sinhala,Catholic,2000-4000,Colombo,44
20-25,female,true,Sinhala,Buddhism,0-2000,Gampaha,28
20-25,male,true,Sinhala,Buddhism,0-2000,Kalutara,4
30-35,male,true,Sinhala,Buddhism,0-2000,Kalutara,46
20-25,male,false,Tamil,Hindu,0-2000,Kurunegala,6
25-30,female,true,Muslim,Islam,2000-4000,Kalutara,69
20-25,male,false,Tamil,Hindu,0-2000,Kalutara,3
30-35,female,true,Muslim,Islam,2000-4000,Kandy,70
20-25,male,false,Tamil,Hindu,0-2000,Colombo,7
20-25,male,false,Tamil,Hindu,0-2000,Kandy,14
25-30,female,true,Muslim,Islam,2000-4000,Colombo,72
25-30,female,true,Sinhala,Buddhism,2000-4000,Kalutara,61
25-30,female,true,Sinhala,Catholic,0-2000,Colombo,36
25-30,male,true,Tamil,Hindu,2000-4000,Kandy,44
25-30,female,true,Muslim,Islam,2000-4000,Kandy,69
20-25,male,false,Sinhala,Buddhism,0-2000,Gampaha,9
30-35,male,true,Sinhala,Buddhism,0-2000,Kandy,50
25-30,female,false,Sinhala,Buddhism,0-2000,Gampaha,32
30-35,female,false,Muslim,Islam,2000-4000,Gampaha,68
30-35,female,false,Tamil,Hindu,2000-4000,Kurunegala,56
30-35,female,true,Muslim,Islam,2000-4000,Colombo,71
20-25,male,false,Sinhala,Buddhism,0-2000,Kalutara,8
25-30,female,true,Sinhala,Catholic,0-2000,Gampaha,33
20-25,female,true,Sinhala,Buddhism,0-2000,Kandy,26
30-35,female,false,Tamil,Hindu,0-2000,Kurunegala,39
25-30,female,true,Sinhala,Buddhism,2000-4000,Kalutara,54
20-25,male,false,Sinhala,Buddhism,0-2000,Kandy,19
30-35,female,false,Sinhala,Buddhism,2000-4000,Kandy,58
30-35,female,false,Muslim,Islam,2000-4000,Gampaha,68
30-35,female,true,Sinhala,Buddhism,2000-4000,Gampaha,61
25-30,female,false,Sinhala,Buddhism,0-2000,Kandy,39
25-30,female,true,Sinhala,Buddhism,0-2000,Kandy,36
30-35,male,true,Sinhala,Buddhism,0-2000,Kandy,50
20-25,male,false,Tamil,Catholic,0-2000,Kandy,18
30-35,male,true,Sinhala,Buddhism,0-2000,Kurunegala,49
20-25,male,false,Tamil,Hindu,0-2000,Colombo,19
20-25,female,true,Sinhala,Buddhism,0-2000,Colombo,22
30-35,female,false,Tamil,Hindu,2000-4000,Colombo,55
30-35,female,false,Tamil,Hindu,2000-4000,Kalutara,57
25-30,female,true,Sinhala,Buddhism,0-2000,Kalutara,36
30-35,female,false,Tamil,Hindu,2000-4000,Kurunegala,55
20-25,male,false,Tamil,Hindu,0-2000,Gampaha,14
20-25,male,false,Sinhala,Catholic,0-2000,Kalutara,13
30-35,male,true,Sinhala,Buddhism,2000-4000,Colombo,52
20-25,female,true,Sinhala,Buddhism,0-2000,Kandy,30
20-25,male,false,Sinhala,Buddhism,0-2000,Colombo,12
20-25,male,false,Sinhala,Buddhism,0-2000,Colombo,16
30-35,female,false,Sinhala,Buddhism,2000-4000,Kandy,55
20-25,male,false,Sinhala,Buddhism,0-2000,Kurunegala,7
25-30,male,true,Sinhala,Buddhism,0-2000,Kurunegala,46
30-35,female,false,Muslim,Islam,2000-4000,Kurunegala,70
20-25,male,false,Tamil,Hindu,0-2000,Kalutara,10
20-25,male,false,Sinhala,Buddhism,0-2000,Kurunegala,1
30-35,female,true,Sinhala,Buddhism,2000-4000,Colombo,56
25-30,male,false,Tamil,Hindu,0-2000,Kurunegala,6
20-25,male,false,Sinhala,Catholic,0-2000,Kalutara,12
25-30,male,true,Tamil,Hindu,2000-4000,Gampaha,45
20-25,male,false,Tamil,Catholic,0-2000,Colombo,7
30-35,male,true,Muslim,Islam,0-2000,Gampaha,46
30-35,female,true,Sinhala,Buddhism,2000-4000,Kandy,55
20-25,female,true,Sinhala,Buddhism,0-2000,Gampaha,23
30-35,male,true,Sinhala,Buddhism,0-2000,Kurunegala,46
30-35,female,true,Tamil,Hindu,2000-4000,Gampaha,62
30-35,female,false,Muslim,Islam,2000-4000,Kurunegala,65
25-30,female,true,Sinhala,Buddhism,0-2000,Gampaha,33
20-25,female,true,Sinhala,Buddhism,0-2000,Colombo,26
20-25,male,false,Sinhala,Buddhism,0-2000,Kalutara,7
30-35,female,true,Tamil,Hindu,0-2000,Kalutara,38
20-25,male,false,Tamil,Hindu,0-2000,Kandy,4
25-30,female,false,Sinhala,Buddhism,0-2000,Gampaha,35
20-25,male,false,Tamil,Hindu,0-2000,Colombo,18
20-25,male,false,Tamil,Catholic,0-2000,Kandy,19
20-25,male,false,Tamil,Catholic,0-2000,Kalutara,9
20-25,female,false,Sinhala,Buddhism,0-2000,Kurunegala,25
30-35,male,true,Sinhala,Buddhism,0-2000,Gampaha,48
30-35,male,true,Sinhala,Buddhism,0-2000,Colombo,47
25-30,male,true,Tamil,Hindu,2000-4000,Colombo,44
25-30,female,false,Tamil,Hindu,2000-4000,Kurunegala,58
30-35,female,true,Muslim,Islam,2000-4000,Kalutara,71
25-30,female,true,Sinhala,Catholic,0-2000,Colombo,31
30-35,female,true,Tamil,Hindu,2000-4000,Kalutara,58
25-30,female,false,Tamil,Hindu,0-2000,Kurunegala,25
25-30,female,true,Tamil,Catholic,0-2000,Kandy,29
25-30,female,true,Tamil,Hindu,0-2000,Kandy,29
30-35,female,true,Muslim,Islam,2000-4000,Colombo,69
30-35,female,false,Tamil,Hindu,2000-4000,Colombo,58
30-35,male,true,Sinhala,Catholic,2000-4000,Colombo,45
25-30,female,false,Sinhala,Buddhism,0-2000,Kurunegala,31
25-30,male,false,Tamil,Catholic,0-2000,Gampaha,10
30-35,female,true,Muslim,Islam,2000-4000,Gampaha,71
20-25,male,true,Sinhala,Buddhism,0-2000,Gampaha,16
20-25,male,false,Tamil,Catholic,0-2000,Colombo,17
20-25,male,false,Sinhala,Buddhism,0-2000,Kalutara,9
20-25,female,true,Sinhala,Buddhism,0-2000,Colombo,26
30-35,female,false,Tamil,Hindu,2000-4000,Gampaha,57
20-25,male,false,Tamil,Hindu,0-2000,Kurunegala,20
25-30,female,true,Sinhala,Buddhism,0-2000,Kalutara,38
30-35,female,false,Sinhala,Buddhism,2000-4000,Kalutara,59
30-35,male,true,Sinhala,Buddhism,2000-4000,Kandy,53
30-35,female,true,Tamil,Hindu,2000-4000,Colombo,63
30-35,female,false,Tamil,Hindu,2000-4000,Kandy,57
30-35,male,true,Sinhala,Buddhism,2000-4000,Kandy,42
20-25,female,true,Sinhala,Catholic,0-2000,Colombo,23
25-30,male,true,Tamil,Hindu,2000-4000,Gampaha,41
20-25,male,false,Sinhala,Buddhism,0-2000,Kalutara,17
30-35,female,false,Sinhala,Buddhism,2000-4000,Colombo,61
20-25,female,false,Muslim,Islam,2000-4000,Kalutara,64
20-25,female,true,Sinhala,Buddhism,0-2000,Colombo,28
30-35,male,true,Sinhala,Buddhism,2000-4000,Kurunegala,43
30-35,female,true,Tamil,Hindu,2000-4000,Gampaha,61
30-35,female,true,Muslim,Islam,2000-4000,Kandy,69
30-35,male,true,Sinhala,Buddhism,0-2000,Kurunegala,50
20-25,female,false,Sinhala,Buddhism,0-2000,Kurunegala,26
25-30,male,true,Tamil,Hindu,2000-4000,Gampaha,43
25-30,female,true,Tamil,Hindu,0-2000,Kurunegala,26
30-35,female,true,Muslim,Islam,2000-4000,Kurunegala,72
20-25,male,false,Tamil,Catholic,0-2000,Kurunegala,1
20-25,male,true,Sinhala,Catholic,0-2000,Colombo,7
30-35,female,true,Muslim,Islam,2000-4000,Kandy,66
25-30,male,false,Tamil,Catholic,0-2000,Kurunegala,4
25-30,male,true,Sinhala,Buddhism,2000-4000,Colombo,52
30-35,female,true,Muslim,Islam,2000-4000,Gampaha,70
25-30,female,false,Sinhala,Buddhism,0-2000,Kandy,36
30-35,female,true,Tamil,Hindu,0-2000,Kandy,32
25-30,male,true,Sinhala,Buddhism,2000-4000,Colombo,52
20-25,female,true,Sinhala,Buddhism,0-2000,Kalutara,29
20-25,male,false,Tamil,Catholic,0-2000,Gampaha,12
20-25,male,true,Sinhala,Buddhism,0-2000,Colombo,6
30-35,male,true,Sinhala,Buddhism,0-2000,Gampaha,46
30-35,female,true,Tamil,Hindu,0-2000,Kandy,34
25-30,female,true,Sinhala,Buddhism,0-2000,Kalutara,31
20-25,male,false,Tamil,Hindu,0-2000,Colombo,3
25-30,male,false,Tamil,Hindu,0-2000,Kurunegala,10
20-25,male,false,Tamil,Catholic,0-2000,Kandy,16
30-35,female,false,Tamil,Catholic,0-2000,Kandy,31
30-35,female,false,Tamil,Hindu,2000-4000,Colombo,55
30-35,male,true,Sinhala,Buddhism,2000-4000,Colombo,51
25-30,female,true,Sinhala,Buddhism,2000-4000,Kalutara,57
25-30,female,true,Sinhala,Catholic,0-2000,Colombo,32
20-25,female,true,Muslim,Islam,2000-4000,Gampaha,65
20-25,male,false,Sinhala,Buddhism,0-2000,Colombo,6
30-35,male,true,Sinhala,Buddhism,0-2000,Colombo,48
20-25,male,false,Tamil,Hindu,0-2000,Kandy,16
25-30,female,false,Sinhala,Buddhism,2000-4000,Kandy,61
25-30,female,false,Tamil,Hindu,2000-4000,Colombo,58
30-35,female,true,Sinhala,Buddhism,2000-4000,Kandy,61
30-35,male,true,Sinhala,Buddhism,0-2000,Colombo,50
20-25,female,false,Muslim,Islam,2000-4000,Gampaha,67
30-35,female,true,Tamil,Hindu,0-2000,Colombo,35
20-25,male,false,Tamil,Hindu,0-2000,Colombo,13
25-30,male,false,Tamil,Hindu,0-2000,Kandy,18
30-35,male,true,Sinhala,Buddhism,2000-4000,Gampaha,43
25-30,female,true,Tamil,Hindu,0-2000,Colombo,30
20-25,male,false,Tamil,Catholic,0-2000,Gampaha,18
20-25,female,true,Muslim,Islam,2000-4000,Gampaha,67
30-35,female,false,Tamil,Hindu,0-2000,Gampaha,36
20-25,male,false,Sinhala,Catholic,0-2000,Gampaha,3
20-25,female,true,Muslim,Islam,2000-4000,Kalutara,67
20-25,male,false,Tamil,Hindu,0-2000,Kalutara,11
30-35,male,true,Sinhala,Buddhism,2000-4000,Kalutara,45
25-30,female,true,Sinhala,Buddhism,0-2000,Kurunegala,37
30-35,male,true,Sinhala,Buddhism,2000-4000,Kalutara,43
30-35,male,true,Sinhala,Buddhism,2000-4000,Colombo,42
25-30,female,false,Tamil,Hindu,2000-4000,Colombo,58
20-25,female,true,Muslim,Islam,2000-4000,Kurunegala,66
30-35,female,true,Muslim,Islam,2000-4000,Colombo,71
25-30,female,false,Muslim,Islam,2000-4000,Kalutara,71
20-25,male,false,Sinhala,Catholic,0-2000,Kalutara,14
20-25,male,false,Sinhala,Buddhism,0-2000,Kalutara,19
20-25,female,true,Sinhala,Catholic,0-2000,Kalutara,23
20-25,female,false,Muslim,Islam,2000-4000,Colombo,68
30-35,female,false,Sinhala,Buddhism,2000-4000,Gampaha,59
30-35,female,false,Sinhala,Buddhism,2000-4000,Kurunegala,60
30-35,female,true,Tamil,Hindu,2000-4000,Kalutara,59
30-35,female,false,Muslim,Islam,2000-4000,Kurunegala,69
20-25,male,false,Tamil,Hindu,0-2000,Kandy,17
20-25,female,true,Sinhala,Buddhism,0-2000,Colombo,30
30-35,female,true,Tamil,Hindu,0-2000,Kandy,33
30-35,female,false,Muslim,Islam,2000-4000,Colombo,68
30-35,female,false,Muslim,Islam,2000-4000,Colombo,65
25-30,female,true,Tamil,Hindu,0-2000,Gampaha,28
25-30,male,true,Tamil,Catholic,0-2000,Gampaha,2
20-25,male,false,Tamil,Hindu,0-2000,Gampaha,6
25-30,female,true,Tamil,Hindu,2000-4000,Colombo,60
20-25,male,false,Tamil,Hindu,0-2000,Kurunegala,9
25-30,male,false,Tamil,Hindu,0-2000,Kandy,15
20-25,female,true,Sinhala,Buddhism,0-2000,Kurunegala,25
30-35,male,true,Sinhala,Buddhism,0-2000,Kandy,48
30-35,male,true,Sinhala,Buddhism,2000-4000,Kandy,41
20-25,female,true,Sinhala,Buddhism,0-2000,Kalutara,21
25-30,female,true,Tamil,Hindu,0-2000,Kalutara,25
25-30,female,true,Sinhala,Catholic,0-2000,Gampaha,31
20-25,female,true,Sinhala,Buddhism,0-2000,Kurunegala,28
25-30,female,true,Sinhala,Catholic,0-2000,Kandy,36
20-25,female,false,Sinhala,Buddhism,0-2000,Kalutara,26
20-25,male,false,Sinhala,Buddhism,0-2000,Gampaha,11
20-25,male,false,Sinhala,Buddhism,0-2000,Kandy,19
25-30,female,true,Muslim,Islam,2000-4000,Kurunegala,72
30-35,female,false,Sinhala,Buddhism,2000-4000,Gampaha,61
25-30,female,false,Sinhala,Catholic,0-2000,Kalutara,33
25-30,female,false,Sinhala,Catholic,0-2000,Colombo,34
30-35,male,true,Sinhala,Buddhism,2000-4000,Kalutara,42
25-30,female,true,Sinhala,Buddhism,0-2000,Gampaha,38
20-25,male,false,Tamil,Catholic,0-2000,Gampaha,20
20-25,male,false,Sinhala,Buddhism,0-2000,Gampaha,14
20-25,male,false,Sinhala,Buddhism,0-2000,Colombo,9
30-35,male,true,Sinhala,Catholic,2000-4000,Colombo,45
20-25,female,false,Muslim,Islam,2000-4000,Gampaha,66
30-35,female,false,Tamil,Catholic,0-2000,Kandy,31
20-25,male,false,Sinhala,Buddhism,0-2000,Kandy,15
20-25,female,true,Muslim,Islam,2000-4000,Kandy,64
20-25,male,false,Tamil,Hindu,0-2000,Colombo,9
25-30,male,true,Tamil,Catholic,2000-4000,Kandy,45
30-35,male,true,Sinhala,Catholic,2000-4000,Gampaha,42
30-35,male,true,Sinhala,Buddhism,2000-4000,Colombo,53
25-30,female,false,Sinhala,Buddhism,2000-4000,Gampaha,59
20-25,male,false,Tamil,Catholic,0-2000,Kalutara,6
25-30,male,true,Sinhala,Buddhism,0-2000,Kurunegala,47
30-35,female,true,Muslim,Islam,2000-4000,Colombo,72
20-25,male,false,Sinhala,Buddhism,0-2000,Kurunegala,18
30-35,male,true,Sinhala,Buddhism,2000-4000,Kandy,52
20-25,male,false,Sinhala,Buddhism,0-2000,Kurunegala,7
30-35,male,true,Sinhala,Buddhism,2000-4000,Kalutara,51
25-30,male,false,Tamil,Hindu,0-2000,Colombo,11
30-35,female,true,Sinhala,Buddhism,2000-4000,Kandy,54
30-35,male,true,Sinhala,Buddhism,0-2000,Kurunegala,49
25-30,female,true,Tamil,Hindu,0-2000,Gampaha,23
20-25,female,true,Sinhala,Catholic,0-2000,Kalutara,30
30-35,male,true,Sinhala,Buddhism,2000-4000,Kurunegala,42
20-25,male,false,Sinhala,Buddhism,0-2000,Gampaha,8
20-25,male,false,Sinhala,Buddhism,0-2000,Kandy,19
30-35,female,true,Tamil,Hindu,0-2000,Kalutara,33
20-25,female,false,Muslim,Islam,2000-4000,Colombo,67
25-30,female,true,Tamil,Hindu,0-2000,Kandy,27
20-25,male,false,Tamil,Hindu,0-2000,Kandy,10
